Bezeichnung,Value for threshold delta,Number of Principles fulfilled,principles_fulfilled,principles_not_fulfilled
ITS mit Epsilon=0.01,0.12,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.13,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.14,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.15,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.16,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.17,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.18,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.19,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.20,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.21,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.22,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.23,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.24,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.25,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.26,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.27,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.28,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.29,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.30,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.31,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.32,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.33,8,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.34,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.35,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.36,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.37,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.38,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.39,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.40,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.41,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.42,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.43,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.44,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.45,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.46,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.47,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.48,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.49,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.50,8,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.51,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.52,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.53,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.54,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.55,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.56,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.57,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.58,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.59,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.60,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.61,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.62,6,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / I-Maximality},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA) / Semi-Qualified Admissibility / Defence}
ITS mit Epsilon=0.01,0.63,8,{Reinstatement / Modularization / CF-Reinstatement / Weak Reinstatement / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Strong Admissibility / Conflict-Free / SCC Decomposability / Naivety / Admissibility / Weak Admissibility / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.64,13,{Reinstatement / Modularization / Strong Admissibility / CF-Reinstatement / Conflict-Free / Admissibility / Weak Admissibility / Weak Reinstatement / Irrelevance of Necessarily Rejected Arguments (INRA) / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / SCC Decomposability / Naivety / Directionality}
ITS mit Epsilon=0.01,0.65,13,{Reinstatement / Modularization / Strong Admissibility / CF-Reinstatement / Conflict-Free / Admissibility / Weak Admissibility / Weak Reinstatement / Irrelevance of Necessarily Rejected Arguments (INRA) / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / SCC Decomposability / Naivety / Directionality}
ITS mit Epsilon=0.01,0.66,13,{Reinstatement / Modularization / Strong Admissibility / CF-Reinstatement / Conflict-Free / Admissibility / Weak Admissibility / Weak Reinstatement / Irrelevance of Necessarily Rejected Arguments (INRA) / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / SCC Decomposability / Naivety / Directionality}
ITS mit Epsilon=0.01,0.67,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.68,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.69,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.70,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.71,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.72,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.73,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.74,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.75,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.76,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.77,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
ITS mit Epsilon=0.01,0.78,8,{Strong Admissibility / Conflict-Free / Admissibility / Weak Admissibility / Reduct Admissibility / Semi-Qualified Admissibility / I-Maximality / Defence},{SCC Decomposability / Reinstatement / Modularization / CF-Reinstatement / SCC Decomposability / Naivety / Weak Reinstatement / Directionality / Irrelevance of Necessarily Rejected Arguments (INRA)}
